"Notes","County","County Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"Union County, FL","12125",206,47327,435.3,375.8,494.7,30.3
,"Volusia County, FL","12127",7900,1733961,455.6,445.6,465.7,5.1
,"Wakulla County, FL","12129",289,106317,271.8,240.5,303.2,16.0
,"Walton County, FL","12131",639,249727,255.9,236.0,275.7,10.1
,"Washington County, FL","12133",348,76452,455.2,407.4,503.0,24.4
,"Appling County, GA","13001",197,55373,355.8,306.1,405.5,25.3
,"Atkinson County, GA","13003",84,24867,337.8,269.4,418.2,36.9
,"Bacon County, GA","13005",121,33394,362.3,297.8,426.9,32.9
,"Baker County, GA","13007",46,8350,550.9,403.3,734.8,81.2
,"Baldwin County, GA","13009",487,130812,372.3,339.2,405.4,16.9
,"Banks County, GA","13011",192,57679,332.9,285.8,380.0,24.0
,"Barrow County, GA","13013",660,268749,245.6,226.8,264.3,9.6
,"Bartow County, GA","13015",1085,338700,320.3,301.3,339.4,9.7
,"Ben Hill County, GA","13017",217,51355,422.5,366.3,478.8,28.7
,"Berrien County, GA","13019",200,54931,364.1,313.6,414.6,25.7
,"Bibb County, GA","13021",1681,469471,358.1,340.9,375.2,8.7
,"Bleckley County, GA","13023",142,37329,380.4,317.8,443.0,31.9
,"Brantley County, GA","13025",205,54685,374.9,323.6,426.2,26.2
,"Brooks County, GA","13027",182,48768,373.2,319.0,427.4,27.7
,"Bryan County, GA","13029",321,144902,221.5,197.3,245.8,12.4
,"Bulloch County, GA","13031",638,249828,255.4,235.6,275.2,10.1
,"Burke County, GA","13033",237,73136,324.1,282.8,365.3,21.0
,"Butts County, GA","13035",282,79317,355.5,314.0,397.0,21.2
,"Calhoun County, GA","13037",55,16435,334.7,252.1,435.6,45.1
,"Camden County, GA","13039",429,170795,251.2,227.4,274.9,12.1
,"Candler County, GA","13043",154,33096,465.3,391.8,538.8,37.5
,"Carroll County, GA","13045",1165,373658,311.8,293.9,329.7,9.1
,"Catoosa County, GA","13047",724,206133,351.2,325.6,376.8,13.1
,"Charlton County, GA","13049",119,38481,309.2,253.7,364.8,28.3
,"Chatham County, GA","13051",2543,901091,282.2,271.2,293.2,5.6
,"Chattahoochee County, GA","13053",30,26528,113.1,76.3,161.4,20.6
,"Chattooga County, GA","13055",344,75090,458.1,409.7,506.5,24.7
,"Cherokee County, GA","13057",1833,842495,217.6,207.6,227.5,5.1
,"Clarke County, GA","13059",817,388519,210.3,195.9,224.7,7.4
,"Clay County, GA","13061",50,8580,582.8,432.5,768.3,82.4
,"Clayton County, GA","13063",2110,891964,236.6,226.5,246.7,5.1
,"Clinch County, GA","13065",86,20133,427.2,341.7,527.5,46.1
,"Cobb County, GA","13067",4441,2315497,191.8,186.2,197.4,2.9
,"Coffee County, GA","13069",420,129875,323.4,292.5,354.3,15.8
,"Colquitt County, GA","13071",441,137741,320.2,290.3,350.0,15.2
,"Columbia County, GA","13073",1027,487220,210.8,197.9,223.7,6.6
,"Cook County, GA","13075",222,52343,424.1,368.3,479.9,28.5
,"Coweta County, GA","13077",1295,458730,282.3,266.9,297.7,7.8
,"Crawford County, GA","13079",182,36570,497.7,425.4,570.0,36.9
,"Crisp County, GA","13081",251,59218,423.9,371.4,476.3,26.8
,"Dade County, GA","13083",186,48572,382.9,327.9,438.0,28.1
,"Dawson County, GA","13085",256,90367,283.3,248.6,318.0,17.7
,"Decatur County, GA","13087",342,87107,392.6,351.0,434.2,21.2
,"DeKalb County, GA","13089",4388,2283530,192.2,186.5,197.8,2.9
,"Dodge County, GA","13091",205,59337,345.5,298.2,392.8,24.1
,"Dooly County, GA","13093",143,32438,440.8,368.6,513.1,36.9
,"Dougherty County, GA","13095",816,250455,325.8,303.5,348.2,11.4
,"Douglas County, GA","13097",1116,442290,252.3,237.5,267.1,7.6
,"Early County, GA","13099",172,31756,541.6,460.7,622.6,41.3
,"Echols County, GA","13101",30,11094,270.4,182.4,386.0,49.4
,"Effingham County, GA","13103",487,207323,234.9,214.0,255.8,10.6
,"Elbert County, GA","13105",297,59406,499.9,443.1,556.8,29.0
,"Emanuel County, GA","13107",304,68764,442.1,392.4,491.8,25.4
,"Evans County, GA","13109",111,32121,345.6,281.3,409.9,32.8
,"Fannin County, GA","13111",363,77509,468.3,420.2,516.5,24.6
,"Fayette County, GA","13113",928,365955,253.6,237.3,269.9,8.3
,"Floyd County, GA","13115",1255,298327,420.7,397.4,444.0,11.9
,"Forsyth County, GA","13117",1282,800330,160.2,151.4,169.0,4.5
,"Franklin County, GA","13119",323,72695,444.3,395.9,492.8,24.7
,"Fulton County, GA","13121",6464,3219073,200.8,195.9,205.7,2.5
,"Gilmer County, GA","13123",394,97293,405.0,365.0,444.9,20.4
,"Glascock County, GA","13125",44,8812,499.3,362.8,670.3,75.3
,"Glynn County, GA","13127",904,255990,353.1,330.1,376.2,11.7
,"Gordon County, GA","13129",578,176948,326.6,300.0,353.3,13.6
,"Grady County, GA","13131",294,77992,377.0,333.9,420.1,22.0
,"Greene County, GA","13133",249,60397,412.3,361.1,463.5,26.1
,"Gwinnett County, GA","13135",4187,2923425,143.2,138.9,147.6,2.2
,"Habersham County, GA","13137",486,143006,339.8,309.6,370.1,15.4
,"Hall County, GA","13139",1490,637328,233.8,221.9,245.7,6.1
,"Hancock County, GA","13141",126,25693,490.4,404.8,576.0,43.7
,"Haralson County, GA","13143",349,93947,371.5,332.5,410.5,19.9
,"Harris County, GA","13145",296,108556,272.7,241.6,303.7,15.8
,"Hart County, GA","13147",331,80874,409.3,365.2,453.4,22.5
,"Heard County, GA","13149",124,35324,351.0,289.2,412.8,31.5
,"Henry County, GA","13151",1812,748212,242.2,231.0,253.3,5.7
,"Houston County, GA","13153",1459,508434,287.0,272.2,301.7,7.5
,"Irwin County, GA","13155",115,27864,412.7,337.3,488.2,38.5
,"Jackson County, GA","13157",685,252837,270.9,250.6,291.2,10.4
,"Jasper County, GA","13159",185,47684,388.0,332.1,443.9,28.5
,"Jeff Davis County, GA","13161",159,44667,356.0,300.6,411.3,28.2
,"Jefferson County, GA","13163",201,46021,436.8,376.4,497.1,30.8
,"Jenkins County, GA","13165",110,25955,423.8,344.6,503.0,40.4
,"Johnson County, GA","13167",107,27684,386.5,313.3,459.7,37.4
,"Jones County, GA","13169",294,85841,342.5,303.3,381.6,20.0
,"Lamar County, GA","13171",254,58948,430.9,377.9,483.9,27.0
,"Lanier County, GA","13173",80,30530,262.0,207.8,326.1,29.3
,"Laurens County, GA","13175",544,149148,364.7,334.1,395.4,15.6
,"Lee County, GA","13177",225,100925,222.9,193.8,252.1,14.9
,"Liberty County, GA","13179",415,202951,204.5,184.8,224.2,10.0
,"Lincoln County, GA","13181",115,23469,490.0,400.4,579.6,45.7
,"Long County, GA","13183",105,55094,190.6,154.1,227.0,18.6
,"Lowndes County, GA","13185",965,359727,268.3,251.3,285.2,8.6
,"Lumpkin County, GA","13187",333,104332,319.2,284.9,353.5,17.5
,"McDuffie County, GA","13189",285,65145,437.5,386.7,488.3,25.9
,"McIntosh County, GA","13191",170,33804,502.9,427.3,578.5,38.6
,"Macon County, GA","13193",165,35586,463.7,392.9,534.4,36.1
,"Madison County, GA","13195",267,94549,282.4,248.5,316.3,17.3
,"Marion County, GA","13197",120,22329,537.4,441.3,633.6,49.1
,"Meriwether County, GA","13199",345,62569,551.4,493.2,609.6,29.7
,"Miller County, GA","13201",90,17473,515.1,414.2,633.1,54.3
,"Mitchell County, GA","13205",249,63751,390.6,342.1,439.1,24.8
,"Monroe County, GA","13207",314,88764,353.7,314.6,392.9,20.0
,"Montgomery County, GA","13209",107,26069,410.4,332.7,488.2,39.7
,"Morgan County, GA","13211",221,63126,350.1,303.9,396.3,23.5
,"Murray County, GA","13213",415,121458,341.7,308.8,374.6,16.8
,"Muscogee County, GA","13215",2145,610110,351.6,336.7,366.5,7.6
,"Newton County, GA","13217",978,353111,277.0,259.6,294.3,8.9
,"Oconee County, GA","13219",259,130793,198.0,173.9,222.1,12.3
,"Oglethorpe County, GA","13221",140,46363,302.0,251.9,352.0,25.5
,"Paulding County, GA","13223",1125,535365,210.1,197.9,222.4,6.3
,"Peach County, GA","13225",319,85784,371.9,331.1,412.7,20.8
,"Pickens County, GA","13227",402,104819,383.5,346.0,421.0,19.1
,"Pierce County, GA","13229",218,60569,359.9,312.1,407.7,24.4
,"Pike County, GA","13231",206,59928,343.7,296.8,390.7,23.9
,"Polk County, GA","13233",562,131428,427.6,392.3,463.0,18.0
,"Pulaski County, GA","13235",167,29996,556.7,472.3,641.2,43.1
,"Putnam County, GA","13237",300,68698,436.7,387.3,486.1,25.2
,"Quitman County, GA","13239",34,6772,502.1,347.7,701.6,86.1
,"Rabun County, GA","13241",189,51767,365.1,313.0,417.1,26.6
,"Randolph County, GA","13243",89,18481,481.6,386.7,592.6,51.0
,"Richmond County, GA","13245",2135,617727,345.6,331.0,360.3,7.5
,"Rockdale County, GA","13247",733,285053,257.1,238.5,275.8,9.5
,"Schley County, GA","13249",43,13500,318.5,230.5,429.0,48.6
,"Screven County, GA","13251",155,42256,366.8,309.1,424.6,29.5
,"Seminole County, GA","13253",129,27416,470.5,389.3,551.7,41.4
,"Spalding County, GA","13255",813,206774,393.2,366.2,420.2,13.8
,"Stephens County, GA","13257",342,80860,423.0,378.1,467.8,22.9
,"Stewart County, GA","13259",53,14663,361.5,270.8,472.8,49.6
,"Sumter County, GA","13261",266,87050,305.6,268.8,342.3,18.7
,"Talbot County, GA","13263",96,17207,557.9,451.9,681.3,56.9
,"Taliaferro County, GA","13265",31,4767,650.3,441.8,923.1,116.8
,"Tattnall County, GA","13267",270,71412,378.1,333.0,423.2,23.0
,"Taylor County, GA","13269",86,23294,369.2,295.3,456.0,39.8
,"Telfair County, GA","13271",135,35688,378.3,314.5,442.1,32.6
,"Terrell County, GA","13273",129,26436,488.0,403.8,572.2,43.0
,"Thomas County, GA","13275",576,137052,420.3,386.0,454.6,17.5
,"Tift County, GA","13277",456,124178,367.2,333.5,400.9,17.2
,"Toombs County, GA","13279",337,80788,417.1,372.6,461.7,22.7
,"Towns County, GA","13281",196,38882,504.1,433.5,574.7,36.0
,"Treutlen County, GA","13283",91,19012,478.6,385.4,587.7,50.2
,"Troup County, GA","13285",951,210653,451.5,422.8,480.1,14.6
,"Turner County, GA","13287",122,26717,456.6,375.6,537.7,41.3
,"Twiggs County, GA","13289",129,23227,555.4,459.5,651.2,48.9
,"Union County, GA","13291",410,79033,518.8,468.6,569.0,25.6
,"Upson County, GA","13293",439,84069,522.2,473.3,571.0,24.9
,"Walker County, GA","13295",850,206914,410.8,383.2,438.4,14.1
,"Walton County, GA","13297",914,309620,295.2,276.1,314.3,9.8
,"Ware County, GA","13299",448,107890,415.2,376.8,453.7,19.6
,"Warren County, GA","13301",83,15501,535.4,426.5,663.8,58.8
,"Washington County, GA","13303",246,59343,414.5,362.7,466.3,26.4
,"Wayne County, GA","13305",390,92649,420.9,379.2,462.7,21.3
,"Webster County, GA","13307",21,7032,298.6,184.9,456.5,65.2
,"Wheeler County, GA","13309",60,21866,274.4,209.4,353.2,35.4
,"White County, GA","13311",313,86274,362.8,322.6,403.0,20.5
,"Whitfield County, GA","13313",827,309667,267.1,248.9,285.3,9.3
,"Wilcox County, GA","13315",135,26279,513.7,427.1,600.4,44.2
,"Wilkes County, GA","13317",159,28630,555.4,469.0,641.7,44.0
,"Wilkinson County, GA","13319",153,26237,583.1,490.7,675.5,47.1
,"Worth County, GA","13321",254,61251,414.7,363.7,465.7,26.0
,"Hawaii County, HI","15001",1975,616836,320.2,306.1,334.3,7.2
,"Honolulu County, HI","15003",7927,2985936,265.5,259.6,271.3,3.0
,"Kalawao County, HI","15005",0,245,0.0,0.0,0.0,0.0
,"Kauai County, HI","15007",564,221115,255.1,234.0,276.1,10.7
,"Maui County, HI","15009",1417,492755,287.6,272.6,302.5,7.6
,"Ada County, ID","16001",3071,1555511,197.4,190.4,204.4,3.6
,"Adams County, ID","16003",43,14345,299.8,216.9,403.8,45.7
,"Bannock County, ID","16005",640,268180,238.6,220.2,257.1,9.4
,"Bear Lake County, ID","16007",61,20033,304.5,232.9,391.1,39.0
,"Benewah County, ID","16009",98,30670,319.5,259.4,389.4,32.3
,"Bingham County, ID","16011",346,149194,231.9,207.5,256.3,12.5
,"Blaine County, ID","16013",106,74673,142.0,114.9,169.0,13.8
,"Boise County, ID","16015",73,24944,292.7,229.4,368.0,34.3
,"Bonner County, ID","16017",409,153452,266.5,240.7,292.4,13.2
,"Bonneville County, ID","16019",814,388792,209.4,195.0,223.7,7.3
,"Boundary County, ID","16021",124,39463,314.2,258.9,369.5,28.2
,"Butte County, ID","16023",28,8096,345.8,229.8,499.8,65.4
,"Camas County, ID","16025",Suppressed,3524,Suppressed,Suppressed,Suppressed,Suppressed
,"Canyon County, ID","16027",1697,751854,225.7,215.0,236.4,5.5
,"Caribou County, ID","16029",59,21520,274.2,208.7,353.7,35.7
,"Cassia County, ID","16031",184,76515,240.5,205.7,275.2,17.7
,"Clark County, ID","16033",Suppressed,2399,Suppressed,Suppressed,Suppressed,Suppressed
,"Clearwater County, ID","16035",105,27124,387.1,313.1,461.2,37.8
,"Custer County, ID","16037",37,13457,274.9,193.6,379.0,45.2
,"Elmore County, ID","16039",186,87954,211.5,181.1,241.9,15.5
,"Franklin County, ID","16041",96,45349,211.7,171.5,258.5,21.6
,"Fremont County, ID","16043",141,41766,337.6,281.9,393.3,28.4
,"Gem County, ID","16045",241,61281,393.3,343.6,442.9,25.3
,"Gooding County, ID","16047",149,47548,313.4,263.1,363.7,25.7
,"Idaho County, ID","16049",168,52523,319.9,271.5,368.2,24.7
,"Jefferson County, ID","16051",186,99828,186.3,159.5,213.1,13.7
,"Jerome County, ID","16053",177,75452,234.6,200.0,269.1,17.6
,"Kootenai County, ID","16055",1444,548377,263.3,249.7,276.9,6.9
,"Latah County, ID","16057",218,122592,177.8,154.2,201.4,12.0
,"Lemhi County, ID","16059",133,24843,535.4,444.4,626.3,46.4
,"Lewis County, ID","16061",46,11217,410.1,300.2,547.0,60.5
,"Lincoln County, ID","16063",37,16061,230.4,162.2,317.5,37.9
,"Madison County, ID","16065",200,163404,122.4,105.4,139.4,8.7
,"Minidoka County, ID","16067",161,66629,241.6,204.3,279.0,19.0
,"Nez Perce County, ID","16069",444,128445,345.7,313.5,377.8,16.4
,"Oneida County, ID","16071",56,14276,392.3,296.3,509.4,52.4
,"Owyhee County, ID","16073",99,37671,262.8,213.6,320.0,26.4
,"Payette County, ID","16075",264,80585,327.6,288.1,367.1,20.2
,"Power County, ID","16077",48,24271,197.8,145.8,262.2,28.5
,"Shoshone County, ID","16079",169,41650,405.8,344.6,466.9,31.2
,"Teton County, ID","16081",32,37360,85.7,58.6,120.9,15.1
,"Twin Falls County, ID","16083",726,281095,258.3,239.5,277.1,9.6
,"Valley County, ID","16085",71,37349,190.1,148.5,239.8,22.6
,"Washington County, ID","16087",141,33410,422.0,352.4,491.7,35.5
,"Adams County, IL","17001",682,194120,351.3,325.0,377.7,13.5
,"Alexander County, IL","17003",75,14583,514.3,404.5,644.7,59.4
,"Bond County, IL","17005",196,49612,395.1,339.8,450.4,28.2
,"Boone County, IL","17007",430,159515,269.6,244.1,295.0,13.0
,"Brown County, IL","17009",60,19045,315.0,240.4,405.5,40.7
,"Bureau County, IL","17011",396,98440,402.3,362.7,441.9,20.2
,"Calhoun County, IL","17013",63,13046,482.9,371.1,617.8,60.8
,"Carroll County, IL","17015",215,46753,459.9,398.4,521.3,31.4
,"Cass County, IL","17017",132,38026,347.1,287.9,406.4,30.2
,"Champaign County, IL","17019",1318,618129,213.2,201.7,224.7,5.9
,"Christian County, IL","17021",415,100326,413.7,373.9,453.4,20.3
,"Clark County, IL","17023",205,45617,449.4,387.9,510.9,31.4
,"Clay County, IL","17025",164,39189,418.5,354.4,482.5,32.7
,"Clinton County, IL","17027",394,110487,356.6,321.4,391.8,18.0
,"Coles County, IL","17029",477,139159,342.8,312.0,373.5,15.7
,"Cook County, IL","17031",41255,15369510,268.4,265.8,271.0,1.3
,"Crawford County, IL","17033",209,55495,376.6,325.6,427.7,26.1
,"Cumberland County, IL","17035",112,30930,362.1,295.0,429.2,34.2
,"DeKalb County, IL","17037",693,300934,230.3,213.1,247.4,8.7
,"De Witt County, IL","17039",196,46016,425.9,366.3,485.6,30.4
,"Douglas County, IL","17041",199,59106,336.7,289.9,383.5,23.9
,"DuPage County, IL","17043",6494,2766999,234.7,229.0,240.4,2.9
,"Edgar County, IL","17045",248,49287,503.2,440.6,565.8,32.0
,"Edwards County, IL","17047",72,18114,397.5,311.0,500.6,46.8
,"Effingham County, IL","17049",290,103086,281.3,248.9,313.7,16.5
,"Fayette County, IL","17051",190,63853,297.6,255.2,339.9,21.6
,"Ford County, IL","17053",217,40010,542.4,470.2,614.5,36.8
,"Franklin County, IL","17055",463,111822,414.1,376.3,451.8,19.2
,"Fulton County, IL","17057",394,98759,399.0,359.6,438.3,20.1
,"Gallatin County, IL","17059",76,14428,526.8,415.0,659.3,60.4
,"Greene County, IL","17061",154,35037,439.5,370.1,509.0,35.4
,"Grundy County, IL","17063",443,159608,277.6,251.7,303.4,13.2
,"Hamilton County, IL","17065",91,23806,382.3,307.8,469.3,40.1
,"Hancock County, IL","17067",219,51830,422.5,366.6,478.5,28.6
,"Hardin County, IL","17069",51,10816,471.5,351.1,620.0,66.0
,"Henderson County, IL","17071",84,18551,452.8,361.2,560.6,49.4
,"Henry County, IL","17073",552,145774,378.7,347.1,410.3,16.1
,"Iroquois County, IL","17075",382,79436,480.9,432.7,529.1,24.6
,"Jackson County, IL","17077",511,157323,324.8,296.6,353.0,14.4
,"Jasper County, IL","17079",121,27549,439.2,361.0,517.5,39.9
,"Jefferson County, IL","17081",422,109597,385.0,348.3,421.8,18.7
,"Jersey County, IL","17083",249,63670,391.1,342.5,439.7,24.8
,"Jo Daviess County, IL","17085",254,65453,388.1,340.3,435.8,24.3
,"Johnson County, IL","17087",118,40170,293.8,240.7,346.8,27.0
,"Kane County, IL","17089",3373,1544752,218.4,211.0,225.7,3.8
,"Kankakee County, IL","17091",1304,318615,409.3,387.1,431.5,11.3
,"Kendall County, IL","17093",590,412097,143.2,131.6,154.7,5.9
,"Knox County, IL","17095",613,146319,418.9,385.8,452.1,16.9
,"Lake County, IL","17097",4218,2129149,198.1,192.1,204.1,3.1
,"LaSalle County, IL","17099",1241,325352,381.4,360.2,402.7,10.8
,"Lawrence County, IL","17101",168,44879,374.3,317.7,430.9,28.9
,"Lee County, IL","17103",382,101551,376.2,338.4,413.9,19.2
,"Livingston County, IL","17105",418,106505,392.5,354.8,430.1,19.2
,"Logan County, IL","17107",285,83173,342.7,302.9,382.4,20.3
,"McDonough County, IL","17109",322,80528,399.9,356.2,443.5,22.3
,"McHenry County, IL","17111",2296,935669,245.4,235.3,255.4,5.1
,"McLean County, IL","17113",1213,512471,236.7,223.4,250.0,6.8
,"Macon County, IL","17115",1152,304506,378.3,356.5,400.2,11.1
,"Macoupin County, IL","17117",581,132669,437.9,402.3,473.5,18.2
,"Madison County, IL","17119",3010,791106,380.5,366.9,394.1,6.9
,"Marion County, IL","17121",490,110977,441.5,402.4,480.6,19.9
,"Marshall County, IL","17123",184,35024,525.4,449.4,601.3,38.7
,"Mason County, IL","17125",196,38152,513.7,441.8,585.7,36.7
,"Massac County, IL","17127",173,41517,416.7,354.6,478.8,31.7
,"Menard County, IL","17129",128,36239,353.2,292.0,414.4,31.2
,"Mercer County, IL","17131",187,46573,401.5,344.0,459.1,29.4
,"Monroe County, IL","17133",335,104922,319.3,285.1,353.5,17.4
,"Montgomery County, IL","17135",318,83767,379.6,337.9,421.3,21.3
,"Morgan County, IL","17137",358,96955,369.2,331.0,407.5,19.5
,"Moultrie County, IL","17139",161,43175,372.9,315.3,430.5,29.4
,"Ogle County, IL","17141",462,154065,299.9,272.5,327.2,14.0
,"Peoria County, IL","17143",1667,535328,311.4,296.4,326.3,7.6
,"Perry County, IL","17145",210,62076,338.3,292.5,384.1,23.3
,"Piatt County, IL","17147",169,50190,336.7,286.0,387.5,25.9
,"Pike County, IL","17149",198,43444,455.8,392.3,519.2,32.4
,"Pope County, IL","17151",57,11256,506.4,383.5,656.1,67.1
,"Pulaski County, IL","17153",93,14967,621.4,501.5,761.2,64.4
,"Putnam County, IL","17155",62,16699,371.3,284.7,476.0,47.2
,"Randolph County, IL","17157",366,90025,406.6,364.9,448.2,21.3
,"Richland County, IL","17159",236,46719,505.1,440.7,569.6,32.9
,"Rock Island County, IL","17161",1499,425672,352.1,334.3,370.0,9.1
,"St. Clair County, IL","17163",2550,758485,336.2,323.1,349.2,6.7
,"Saline County, IL","17165",290,69280,418.6,370.4,466.8,24.6
,"Sangamon County, IL","17167",1818,582759,312.0,297.6,326.3,7.3
,"Schuyler County, IL","17169",96,20322,472.4,382.6,576.9,48.2
,"Scott County, IL","17171",68,14336,474.3,368.3,601.3,57.5
,"Shelby County, IL","17173",240,62118,386.4,337.5,435.2,24.9
,"Stark County, IL","17175",80,15857,504.5,400.0,627.9,56.4
,"Stephenson County, IL","17177",455,130753,348.0,316.0,380.0,16.3
,"Tazewell County, IL","17179",1401,389865,359.4,340.5,378.2,9.6
,"Union County, IL","17181",231,50357,458.7,399.6,517.9,30.2
,"Vermilion County, IL","17183",810,217084,373.1,347.4,398.8,13.1
,"Wabash County, IL","17185",120,33231,361.1,296.5,425.7,33.0
,"Warren County, IL","17187",189,49070,385.2,330.3,440.1,28.0
,"Washington County, IL","17189",149,40834,364.9,306.3,423.5,29.9
,"Wayne County, IL","17191",202,47596,424.4,365.9,482.9,29.9
,"White County, IL","17193",194,40799,475.5,408.6,542.4,34.1
,"Whiteside County, IL","17195",667,164461,405.6,374.8,436.3,15.7
,"Will County, IL","17197",4793,2094737,228.8,222.3,235.3,3.3
,"Williamson County, IL","17199",642,200280,320.6,295.8,345.3,12.7
,"Winnebago County, IL","17201",2974,846229,351.4,338.8,364.1,6.4
,"Woodford County, IL","17203",395,114638,344.6,310.6,378.5,17.3
